scenarioId,scenarioLabel,targetElectricityInputShare,targetHydrogenInputShare,targetComputeInputShare,allocationBoundary,capacityRule,parameterStatus,testScenarioId,horizonH,shareTolerance,maxENSLimitMWh,minRenewableUtilizationLimit,commonCableCapacityMW,commonElectrolyzerCapacityMW,commonComputeCapacityMW,status,auditPass,exitflag,eAvailableMWh,eElectricityInputMWh,eHydrogenInputMWh,eTotalComputeInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,maxShareDeviation,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,renewableUtilization,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,minimumGfmUpwardPowerHeadroomMW,minimumGfmUpwardEnergyHeadroomMWh,minimumGfmDownwardPowerHeadroomMW,minimumGfmDownwardEnergyHeadroomMWh,simultaneousCurtailmentCriticalENSCount,actualPeakCableSendMW,actualPeakElectrolyzerMW,actualPeakComputeFacilityMW
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0,200,100,120,PASS,1,1,11928.5091066399,4810.41390852029,0,720,0,1,0,0,0,4425.58079583867,0,669.144981412639,5347.46528376012,0.551707155022121,0,3262804.89846147,139026.906522028,-3123777.99193944,5.21012209855405,0,0,2.8421709430404e-14,0,200,0,20
mix_H100,Hydrogen only,0,1,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.6,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_C100,Compute only,0,0,1,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.6,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_E60_H20_C20,Triplex power-biased,0.6,0.2,0.2,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.6,200,100,120,PASS,1,1,11928.5091066399,5196.52084646015,1558.95625393804,2625.39097703539,1905.39097703539,0.6,0.18,0.22,0.02,4780.79917874334,27082.9285079913,2439.95443962397,1495.96397903478,0.874589190848497,0,5848390.00472889,469159.186251517,-5379230.81847737,0,0,0,0,0,200,100,120
mix_E40_H30_C30,Triplex balanced,0.4,0.3,0.3,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.6,200,100,120,PASS,1,1,11928.5091066399,2866.38314137267,2006.46819896087,3013.10651309814,2293.10651309814,0.4,0.28,0.32,0.02,2637.07249006286,34825.0103091541,2800.2848634741,3001.85012164399,0.7483465792072,0,5473256.89304277,544705.636398366,-4928551.25664441,36.6064076102463,0,0,0,0,200,100,120
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.8,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_H100,Hydrogen only,0,1,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.8,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_C100,Compute only,0,0,1,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.8,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_E60_H20_C20,Triplex power-biased,0.6,0.2,0.2,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.8,200,100,120,PASS,1,1,11928.5091066399,5196.52084646015,1558.95625393804,2625.39097703539,1905.39097703539,0.6,0.18,0.22,0.02,4780.79917874334,27082.9285079913,2439.95443962397,1495.96397903478,0.874589190848497,0,5848390.00472889,469159.186251517,-5379230.81847737,0,0,0,0,0,200,100,120
mix_E40_H30_C30,Triplex balanced,0.4,0.3,0.3,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0.8,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0,200,100,120,PASS,1,1,11928.5091066399,4810.41390852008,0,720,0,1,0,0,0,4425.58079583847,0,669.144981412639,5347.46528376033,0.551707155022103,0,3262804.89846147,139026.906522024,-3123777.99193944,5.21012209855405,0,0,0,0,200,0,20
mix_H100,Hydrogen only,0,1,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0,200,100,120,PASS,1,1,11928.5091066399,0,1200,720,0,0,1,0,0,0,20823.1664611591,669.144981412639,8972.76139841939,0.247788527618694,0,1709280.25614346,283584.822304937,-1425695.43383852,53.5664741183834,0,0,31,0,0,100,20
mix_C100,Compute only,0,0,1,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0,200,100,120,PASS,1,1,11928.5091066399,0,0,3165.84002690244,2445.84002690244,0,0,1,0,0,0,2942.23050827364,7721.96873338469,0.352645945578702,0,2679817.10287197,88779.4728753614,-2591037.62999661,17.5017945126825,0,0,0,0,0,0,120
mix_E60_H20_C20,Triplex power-biased,0.6,0.2,0.2,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0,200,100,120,PASS,1,1,11928.5091066399,5196.52084646015,1558.95625393804,2625.39097703539,1905.39097703539,0.6,0.18,0.22,0.02,4780.79917874334,27082.9285079913,2439.95443962397,1495.96397903483,0.874589190848493,0,5848390.00472889,469159.186251502,-5379230.81847738,2.74188085640881,0,0,0,0,200,100,120
mix_E40_H30_C30,Triplex balanced,0.4,0.3,0.3,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0,200,100,120,PASS,1,1,11928.5091066399,2866.38314137267,2006.46819896087,3013.10651309814,2293.10651309814,0.4,0.28,0.32,0.02,2637.07249006286,34825.0103091541,2800.2848634741,3001.85012164403,0.748346579207197,0,5473256.89304277,544705.636398356,-4928551.25664442,35.8840356116383,0,3.29608652145674,0,0,200,100,120
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.4,200,100,120,PASS,1,1,11928.5091066399,4810.41390852008,0,720,0,1,0,0,0,4425.58079583848,0,669.144981412639,5347.46528376032,0.551707155022104,0,3262804.89846147,139026.906522024,-3123777.99193944,12.6064076102463,0,0,0,0,200,0,20
mix_H100,Hydrogen only,0,1,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.4,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_C100,Compute only,0,0,1,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.4,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_E60_H20_C20,Triplex power-biased,0.6,0.2,0.2,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.4,200,100,120,PASS,1,1,11928.5091066399,5196.52084646015,1558.95625393804,2625.39097703539,1905.39097703539,0.6,0.18,0.22,0.02,4780.79917874334,27082.9285079913,2439.95443962397,1495.96397903482,0.874589190848494,0,5848390.00472889,469159.186251505,-5379230.81847738,0,-4.2632564145606e-14,0,0,0,200,100,120
mix_E40_H30_C30,Triplex balanced,0.4,0.3,0.3,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.4,200,100,120,PASS,1,1,11928.5091066399,2866.38314137267,2006.46819896087,3013.10651309814,2293.10651309814,0.4,0.28,0.32,0.0200000000000001,2637.07249006286,34825.0103091541,2800.2848634741,3001.85012164402,0.748346579207197,0,5473256.89304277,544705.636398357,-4928551.25664442,36.4030557572957,0,3.29608652143021,0,0,200,100,120
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.6,200,100,120,PASS,1,1,11928.5091066399,5386.49111091302,0,720,0,1,0,0,0,4955.57182203998,0,669.144981412639,4771.38808136739,0.600001304545976,0,3262804.89846147,150548.450569882,-3112256.44789158,12.6064076102463,0,0,0,0,200,0,20
mix_H100,Hydrogen only,0,1,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.6,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_C100,Compute only,0,0,1,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.6,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_E60_H20_C20,Triplex power-biased,0.6,0.2,0.2,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.6,200,100,120,PASS,1,1,11928.5091066399,5196.52084646015,1558.95625393804,2625.39097703539,1905.39097703539,0.6,0.18,0.22,0.02,4780.79917874334,27082.9285079913,2439.95443962397,1495.96397903485,0.874589190848491,0,5848390.00472889,469159.186251495,-5379230.81847739,0,0,0,0,0,200,100,120
mix_E40_H30_C30,Triplex balanced,0.4,0.3,0.3,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.6,200,100,120,PASS,1,1,11928.5091066399,2866.38314137267,2006.46819896087,3013.10651309814,2293.10651309814,0.4,0.28,0.32,0.0200000000000001,2637.07249006286,34825.0103091541,2800.2848634741,3001.85012164402,0.748346579207197,0,5473256.89304277,544705.636398357,-4928551.25664442,36.4030557572957,0,3.29608652143021,0,0,200,100,120
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.8,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mix_H100,Hydrogen only,0,1,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,1,0.8,200,100,120,FAIL: UNIDENTIFIED_ERROR V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
